Draft_Year,Team,Round_1_Picks,Round_2_Picks,Round_3_Picks,Round_4_Picks,Round_5_Picks,Round_6_Picks,Round_7_Picks,Round_8_Picks,Round_9_Picks,Round_10_Picks,Round_11_Picks,Round_12_Picks,Total_Picks
1986,atl,2,0,0,0,0,2,0,1,1,1,1,1,9
1986,buf,2,0,1,0,1,0,3,1,1,1,2,2,14
1986,chi,1,1,1,1,1,1,1,1,1,1,1,0,11
1986,cin,2,1,3,2,1,1,1,1,1,1,2,1,17
1986,cle,0,1,0,0,1,0,2,0,1,1,1,1,8
1986,clt,1,1,0,1,2,0,3,1,1,1,0,2,13
1986,dal,1,1,1,1,0,3,1,1,1,1,1,2,14
1986,den,0,0,0,1,1,2,1,1,1,1,1,0,9
1986,det,1,1,1,1,1,0,0,1,1,1,1,1,10
1986,gnb,0,1,1,2,1,1,1,1,1,1,0,0,10
1986,hou,1,1,1,0,1,1,0,1,1,1,1,1,10
1986,kan,1,1,1,2,0,1,0,1,1,1,1,0,10
1986,lac,2,0,2,2,3,1,1,1,1,0,2,2,17
1986,mia,0,1,1,1,1,1,1,1,1,1,1,1,11
1986,min,1,0,0,1,1,1,1,1,1,1,1,1,10
1986,nor,1,1,3,1,1,1,1,1,1,1,1,1,14
1986,nwe,1,2,0,1,1,0,2,1,1,1,1,1,12
1986,nyg,1,4,1,0,1,2,1,1,1,1,1,0,14
1986,nyj,1,1,1,1,1,0,1,1,1,1,1,1,11
1986,phi,1,2,0,1,2,1,2,1,1,1,1,2,15
1986,pit,1,1,1,1,2,1,1,1,1,1,1,1,13
1986,rai,1,0,1,3,0,1,1,1,1,1,1,1,12
1986,ram,2,2,2,1,1,2,1,3,2,3,2,2,23
1986,sea,1,0,1,0,1,1,1,1,1,1,1,1,10
1986,sfo,0,1,3,3,1,1,0,1,1,2,0,0,13
1986,tam,2,2,0,1,1,1,0,0,1,1,1,2,12
1986,was,0,2,1,0,1,2,1,1,1,0,1,1,11
