Pos,Player,Age,Yrs,GS,Summary of Player Stats,Drafted (tm/rnd/yr),Table_Type,Team,Year,Scraped_Date
QB,Joe Burrow,25,1,16,"366 for 520, 4,611 yards, 34 td, 14 int, & 40 rushes for 118 yards and 2 td",,Starters_1,CIN,2021,2025-08-15 19:01:01
RB,Joe Mixon*,25,4,16,"292 rushes for 1,205 yards, 13 td, & 42 catches for 314 yards and 3 td",,Starters_1,CIN,2021,2025-08-15 19:01:01
WR,Ja'Marr Chase*,21,Rook,17,"81 catches for 1,455 yards, 13 td, & 7 rushes for 21 yards and 0 td",,Starters_1,CIN,2021,2025-08-15 19:01:01
WR,Tee Higgins,22,1,14,"74 catches for 1,091 yards, 6 td",,Starters_1,CIN,2021,2025-08-15 19:01:01
TE,Drew Sample,25,2,8,"11 catches for 81 yards, 0 td",,Starters_1,CIN,2021,2025-08-15 19:01:01
TE,C.J. Uzomah,28,6,16,"49 catches for 493 yards, 5 td",,Starters_1,CIN,2021,2025-08-15 19:01:01
LT,Jonah Williams,24,1,16,,,Starters_1,CIN,2021,2025-08-15 19:01:01
LG,Quinton Spain,30,6,16,,,Starters_1,CIN,2021,2025-08-15 19:01:01
C,Trey Hopkins,29,5,15,,,Starters_1,CIN,2021,2025-08-15 19:01:01
RG,Hakeem Adeniji,24,1,9,,,Starters_1,CIN,2021,2025-08-15 19:01:01
RT,Riley Reiff,33,9,12,1 fumble recovered,,Starters_1,CIN,2021,2025-08-15 19:01:01
LDE,Sam Hubbard,26,3,16,"7.5 sacks, 0 interceptions, 2 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
LDT,Larry Ogunjobi,27,4,16,"7.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
RDT,D.J. Reader,27,5,15,"2.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
RDE,Trey Hendrickson*,27,4,14,"14.0 sacks, 0 interceptions, 0 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
LLB,Logan Wilson,25,1,13,"1.0 sacks, 4 interceptions, 0 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
MLB,Germaine Pratt,25,2,15,"0.5 sacks, 1 interception, 2 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
LCB,Eli Apple,26,5,15,"0.0 sacks, 2 interceptions, 1 fumble recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
RCB,Chidobe Awuzie,26,4,14,"0.0 sacks, 2 interceptions, 0 fumbles recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
SS,Vonn Bell,27,5,16,"0.5 sacks, 1 interception, 1 fumble recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
FS,Jessie Bates III,24,3,15,"0.0 sacks, 1 interception, 1 fumble recovered",,Starters_1,CIN,2021,2025-08-15 19:01:01
DB,Mike Hilton,27,4,9,,,Starters_1,CIN,2021,2025-08-15 19:01:01
